Date,Year,Month,Day,Start of Quarter,Start of Month,End of Month,Day Name,Day of Week
2015-10-15,2015,10,15,10/1/2015 0:00,10/1/2015 0:00,10/31/2015 0:00,Thu,4
2015-10-16,2015,10,16,10/1/2015 0:00,10/1/2015 0:00,10/31/2015 0:00,Fri,5
2015-10-17,2015,10,17,10/1/2015 0:00,10/1/2015 0:00,10/31/2015 0:00,Sat,6
2015-10-18,2015,10,18,10/1/2015 0:00,10/1/2015 0:00,10/31/2015 0:00,Sun,7
2015-10-19,2015,10,19,10/1/2015 0:00,10/1/2015 0:00,10/31/2015 0:00,Mon,1
2015-10-20,2015,10,20,10/1/2015 0:00,10/1/2015 0:00,10/31/2015 0:00,Tue,2
2015-10-22,2015,10,22,10/1/2015 0:00,10/1/2015 0:00,10/31/2015 0:00,Thu,4
2015-10-23,2015,10,23,10/1/2015 0:00,10/1/2015 0:00,10/31/2015 0:00,Fri,5
2015-10-24,2015,10,24,10/1/2015 0:00,10/1/2015 0:00,10/31/2015 0:00,Sat,6
2015-10-25,2015,10,25,10/1/2015 0:00,10/1/2015 0:00,10/31/2015 0:00,Sun,7
2015-10-26,2015,10,26,10/1/2015 0:00,10/1/2015 0:00,10/31/2015 0:00,Mon,1
2015-10-28,2015,10,28,10/1/2015 0:00,10/1/2015 0:00,10/31/2015 0:00,Wed,3
2015-10-29,2015,10,29,10/1/2015 0:00,10/1/2015 0:00,10/31/2015 0:00,Thu,4
2015-10-30,2015,10,30,10/1/2015 0:00,10/1/2015 0:00,10/31/2015 0:00,Fri,5
2015-10-31,2015,10,31,10/1/2015 0:00,10/1/2015 0:00,10/31/2015 0:00,Sat,6
2015-11-04,2015,11,4,10/1/2015 0:00,11/1/2015 0:00,11/30/2015 0:00,Wed,3
2015-11-05,2015,11,5,10/1/2015 0:00,11/1/2015 0:00,11/30/2015 0:00,Thu,4
2015-11-06,2015,11,6,10/1/2015 0:00,11/1/2015 0:00,11/30/2015 0:00,Fri,5
2015-11-07,2015,11,7,10/1/2015 0:00,11/1/2015 0:00,11/30/2015 0:00,Sat,6
2015-11-08,2015,11,8,10/1/2015 0:00,11/1/2015 0:00,11/30/2015 0:00,Sun,7
2015-11-09,2015,11,9,10/1/2015 0:00,11/1/2015 0:00,11/30/2015 0:00,Mon,1
2015-11-10,2015,11,10,10/1/2015 0:00,11/1/2015 0:00,11/30/2015 0:00,Tue,2
2015-11-11,2015,11,11,10/1/2015 0:00,11/1/2015 0:00,11/30/2015 0:00,Wed,3
2015-11-12,2015,11,12,10/1/2015 0:00,11/1/2015 0:00,11/30/2015 0:00,Thu,4
2015-11-13,2015,11,13,10/1/2015 0:00,11/1/2015 0:00,11/30/2015 0:00,Fri,5
2015-11-14,2015,11,14,10/1/2015 0:00,11/1/2015 0:00,11/30/2015 0:00,Sat,6
2015-11-15,2015,11,15,10/1/2015 0:00,11/1/2015 0:00,11/30/2015 0:00,Sun,7
2015-11-16,2015,11,16,10/1/2015 0:00,11/1/2015 0:00,11/30/2015 0:00,Mon,1
2015-11-17,2015,11,17,10/1/2015 0:00,11/1/2015 0:00,11/30/2015 0:00,Tue,2
2015-11-19,2015,11,19,10/1/2015 0:00,11/1/2015 0:00,11/30/2015 0:00,Thu,4
2015-11-20,2015,11,20,10/1/2015 0:00,11/1/2015 0:00,11/30/2015 0:00,Fri,5
2015-11-21,2015,11,21,10/1/2015 0:00,11/1/2015 0:00,11/30/2015 0:00,Sat,6
2015-11-22,2015,11,22,10/1/2015 0:00,11/1/2015 0:00,11/30/2015 0:00,Sun,7
2015-11-23,2015,11,23,10/1/2015 0:00,11/1/2015 0:00,11/30/2015 0:00,Mon,1
2015-11-24,2015,11,24,10/1/2015 0:00,11/1/2015 0:00,11/30/2015 0:00,Tue,2
2015-11-25,2015,11,25,10/1/2015 0:00,11/1/2015 0:00,11/30/2015 0:00,Wed,3
2015-11-26,2015,11,26,10/1/2015 0:00,11/1/2015 0:00,11/30/2015 0:00,Thu,4
2015-11-27,2015,11,27,10/1/2015 0:00,11/1/2015 0:00,11/30/2015 0:00,Fri,5
2015-11-28,2015,11,28,10/1/2015 0:00,11/1/2015 0:00,11/30/2015 0:00,Sat,6
2015-11-29,2015,11,29,10/1/2015 0:00,11/1/2015 0:00,11/30/2015 0:00,Sun,7
2015-11-30,2015,11,30,10/1/2015 0:00,11/1/2015 0:00,11/30/2015 0:00,Mon,1
2015-12-01,2015,12,1,10/1/2015 0:00,12/1/2015 0:00,12/31/2015 0:00,Tue,2
2015-12-03,2015,12,3,10/1/2015 0:00,12/1/2015 0:00,12/31/2015 0:00,Thu,4
2015-12-04,2015,12,4,10/1/2015 0:00,12/1/2015 0:00,12/31/2015 0:00,Fri,5
2015-12-05,2015,12,5,10/1/2015 0:00,12/1/2015 0:00,12/31/2015 0:00,Sat,6
2015-12-06,2015,12,6,10/1/2015 0:00,12/1/2015 0:00,12/31/2015 0:00,Sun,7
2015-12-07,2015,12,7,10/1/2015 0:00,12/1/2015 0:00,12/31/2015 0:00,Mon,1
2015-12-09,2015,12,9,10/1/2015 0:00,12/1/2015 0:00,12/31/2015 0:00,Wed,3
2015-12-10,2015,12,10,10/1/2015 0:00,12/1/2015 0:00,12/31/2015 0:00,Thu,4
2015-12-11,2015,12,11,10/1/2015 0:00,12/1/2015 0:00,12/31/2015 0:00,Fri,5
2015-12-12,2015,12,12,10/1/2015 0:00,12/1/2015 0:00,12/31/2015 0:00,Sat,6
2015-12-13,2015,12,13,10/1/2015 0:00,12/1/2015 0:00,12/31/2015 0:00,Sun,7
2015-12-14,2015,12,14,10/1/2015 0:00,12/1/2015 0:00,12/31/2015 0:00,Mon,1
2015-12-15,2015,12,15,10/1/2015 0:00,12/1/2015 0:00,12/31/2015 0:00,Tue,2
2015-12-16,2015,12,16,10/1/2015 0:00,12/1/2015 0:00,12/31/2015 0:00,Wed,3
2015-12-17,2015,12,17,10/1/2015 0:00,12/1/2015 0:00,12/31/2015 0:00,Thu,4
2015-12-18,2015,12,18,10/1/2015 0:00,12/1/2015 0:00,12/31/2015 0:00,Fri,5
2015-12-19,2015,12,19,10/1/2015 0:00,12/1/2015 0:00,12/31/2015 0:00,Sat,6
2015-12-20,2015,12,20,10/1/2015 0:00,12/1/2015 0:00,12/31/2015 0:00,Sun,7
2015-12-21,2015,12,21,10/1/2015 0:00,12/1/2015 0:00,12/31/2015 0:00,Mon,1
2015-12-22,2015,12,22,10/1/2015 0:00,12/1/2015 0:00,12/31/2015 0:00,Tue,2
2015-12-23,2015,12,23,10/1/2015 0:00,12/1/2015 0:00,12/31/2015 0:00,Wed,3
2015-12-24,2015,12,24,10/1/2015 0:00,12/1/2015 0:00,12/31/2015 0:00,Thu,4
2015-12-25,2015,12,25,10/1/2015 0:00,12/1/2015 0:00,12/31/2015 0:00,Fri,5
2015-12-26,2015,12,26,10/1/2015 0:00,12/1/2015 0:00,12/31/2015 0:00,Sat,6
2015-12-27,2015,12,27,10/1/2015 0:00,12/1/2015 0:00,12/31/2015 0:00,Sun,7
2015-12-28,2015,12,28,10/1/2015 0:00,12/1/2015 0:00,12/31/2015 0:00,Mon,1
2015-12-29,2015,12,29,10/1/2015 0:00,12/1/2015 0:00,12/31/2015 0:00,Tue,2
2015-12-30,2015,12,30,10/1/2015 0:00,12/1/2015 0:00,12/31/2015 0:00,Wed,3
2015-12-31,2015,12,31,10/1/2015 0:00,12/1/2015 0:00,12/31/2015 0:00,Thu,4
2016-01-02,2016,1,2,1/1/2016 0:00,1/1/2016 0:00,1/31/2016 0:00,Sat,6
2016-01-03,2016,1,3,1/1/2016 0:00,1/1/2016 0:00,1/31/2016 0:00,Sun,7
2016-01-04,2016,1,4,1/1/2016 0:00,1/1/2016 0:00,1/31/2016 0:00,Mon,1
2016-01-05,2016,1,5,1/1/2016 0:00,1/1/2016 0:00,1/31/2016 0:00,Tue,2
2016-01-07,2016,1,7,1/1/2016 0:00,1/1/2016 0:00,1/31/2016 0:00,Thu,4
2016-01-08,2016,1,8,1/1/2016 0:00,1/1/2016 0:00,1/31/2016 0:00,Fri,5
2016-01-09,2016,1,9,1/1/2016 0:00,1/1/2016 0:00,1/31/2016 0:00,Sat,6
2016-01-10,2016,1,10,1/1/2016 0:00,1/1/2016 0:00,1/31/2016 0:00,Sun,7
2016-01-11,2016,1,11,1/1/2016 0:00,1/1/2016 0:00,1/31/2016 0:00,Mon,1
2016-01-12,2016,1,12,1/1/2016 0:00,1/1/2016 0:00,1/31/2016 0:00,Tue,2
2016-01-14,2016,1,14,1/1/2016 0:00,1/1/2016 0:00,1/31/2016 0:00,Thu,4
2016-01-15,2016,1,15,1/1/2016 0:00,1/1/2016 0:00,1/31/2016 0:00,Fri,5
2016-01-16,2016,1,16,1/1/2016 0:00,1/1/2016 0:00,1/31/2016 0:00,Sat,6
2016-01-17,2016,1,17,1/1/2016 0:00,1/1/2016 0:00,1/31/2016 0:00,Sun,7
2016-01-21,2016,1,21,1/1/2016 0:00,1/1/2016 0:00,1/31/2016 0:00,Thu,4
2016-01-22,2016,1,22,1/1/2016 0:00,1/1/2016 0:00,1/31/2016 0:00,Fri,5
2016-01-23,2016,1,23,1/1/2016 0:00,1/1/2016 0:00,1/31/2016 0:00,Sat,6
2016-01-24,2016,1,24,1/1/2016 0:00,1/1/2016 0:00,1/31/2016 0:00,Sun,7
2016-01-25,2016,1,25,1/1/2016 0:00,1/1/2016 0:00,1/31/2016 0:00,Mon,1
2016-01-28,2016,1,28,1/1/2016 0:00,1/1/2016 0:00,1/31/2016 0:00,Thu,4
2016-01-30,2016,1,30,1/1/2016 0:00,1/1/2016 0:00,1/31/2016 0:00,Sat,6
2016-01-31,2016,1,31,1/1/2016 0:00,1/1/2016 0:00,1/31/2016 0:00,Sun,7
2016-02-01,2016,2,1,1/1/2016 0:00,2/1/2016 0:00,2/29/2016 0:00,Mon,1
2016-02-02,2016,2,2,1/1/2016 0:00,2/1/2016 0:00,2/29/2016 0:00,Tue,2
2016-02-04,2016,2,4,1/1/2016 0:00,2/1/2016 0:00,2/29/2016 0:00,Thu,4
2016-02-05,2016,2,5,1/1/2016 0:00,2/1/2016 0:00,2/29/2016 0:00,Fri,5
2016-02-06,2016,2,6,1/1/2016 0:00,2/1/2016 0:00,2/29/2016 0:00,Sat,6
2016-02-07,2016,2,7,1/1/2016 0:00,2/1/2016 0:00,2/29/2016 0:00,Sun,7
2016-02-08,2016,2,8,1/1/2016 0:00,2/1/2016 0:00,2/29/2016 0:00,Mon,1
2016-02-09,2016,2,9,1/1/2016 0:00,2/1/2016 0:00,2/29/2016 0:00,Tue,2
2016-02-10,2016,2,10,1/1/2016 0:00,2/1/2016 0:00,2/29/2016 0:00,Wed,3
2016-02-12,2016,2,12,1/1/2016 0:00,2/1/2016 0:00,2/29/2016 0:00,Fri,5
2016-02-13,2016,2,13,1/1/2016 0:00,2/1/2016 0:00,2/29/2016 0:00,Sat,6
2016-02-14,2016,2,14,1/1/2016 0:00,2/1/2016 0:00,2/29/2016 0:00,Sun,7
2016-02-15,2016,2,15,1/1/2016 0:00,2/1/2016 0:00,2/29/2016 0:00,Mon,1
2016-02-16,2016,2,16,1/1/2016 0:00,2/1/2016 0:00,2/29/2016 0:00,Tue,2
2016-02-19,2016,2,19,1/1/2016 0:00,2/1/2016 0:00,2/29/2016 0:00,Fri,5
2016-02-20,2016,2,20,1/1/2016 0:00,2/1/2016 0:00,2/29/2016 0:00,Sat,6
2016-02-21,2016,2,21,1/1/2016 0:00,2/1/2016 0:00,2/29/2016 0:00,Sun,7
2016-02-22,2016,2,22,1/1/2016 0:00,2/1/2016 0:00,2/29/2016 0:00,Mon,1
2016-02-23,2016,2,23,1/1/2016 0:00,2/1/2016 0:00,2/29/2016 0:00,Tue,2
2016-02-25,2016,2,25,1/1/2016 0:00,2/1/2016 0:00,2/29/2016 0:00,Thu,4
2016-02-27,2016,2,27,1/1/2016 0:00,2/1/2016 0:00,2/29/2016 0:00,Sat,6
2016-02-28,2016,2,28,1/1/2016 0:00,2/1/2016 0:00,2/29/2016 0:00,Sun,7
2016-02-29,2016,2,29,1/1/2016 0:00,2/1/2016 0:00,2/29/2016 0:00,Mon,1
2016-03-01,2016,3,1,1/1/2016 0:00,3/1/2016 0:00,3/31/2016 0:00,Tue,2
2016-03-02,2016,3,2,1/1/2016 0:00,3/1/2016 0:00,3/31/2016 0:00,Wed,3
2016-03-03,2016,3,3,1/1/2016 0:00,3/1/2016 0:00,3/31/2016 0:00,Thu,4
2016-03-04,2016,3,4,1/1/2016 0:00,3/1/2016 0:00,3/31/2016 0:00,Fri,5
2016-03-05,2016,3,5,1/1/2016 0:00,3/1/2016 0:00,3/31/2016 0:00,Sat,6
2016-03-06,2016,3,6,1/1/2016 0:00,3/1/2016 0:00,3/31/2016 0:00,Sun,7
2016-03-07,2016,3,7,1/1/2016 0:00,3/1/2016 0:00,3/31/2016 0:00,Mon,1
2016-03-08,2016,3,8,1/1/2016 0:00,3/1/2016 0:00,3/31/2016 0:00,Tue,2
2016-03-09,2016,3,9,1/1/2016 0:00,3/1/2016 0:00,3/31/2016 0:00,Wed,3
2016-03-10,2016,3,10,1/1/2016 0:00,3/1/2016 0:00,3/31/2016 0:00,Thu,4
2016-03-11,2016,3,11,1/1/2016 0:00,3/1/2016 0:00,3/31/2016 0:00,Fri,5
2016-03-12,2016,3,12,1/1/2016 0:00,3/1/2016 0:00,3/31/2016 0:00,Sat,6
2016-03-13,2016,3,13,1/1/2016 0:00,3/1/2016 0:00,3/31/2016 0:00,Sun,7
2016-03-14,2016,3,14,1/1/2016 0:00,3/1/2016 0:00,3/31/2016 0:00,Mon,1
2016-03-15,2016,3,15,1/1/2016 0:00,3/1/2016 0:00,3/31/2016 0:00,Tue,2
2016-03-17,2016,3,17,1/1/2016 0:00,3/1/2016 0:00,3/31/2016 0:00,Thu,4
2016-03-18,2016,3,18,1/1/2016 0:00,3/1/2016 0:00,3/31/2016 0:00,Fri,5
2016-03-19,2016,3,19,1/1/2016 0:00,3/1/2016 0:00,3/31/2016 0:00,Sat,6
2016-03-20,2016,3,20,1/1/2016 0:00,3/1/2016 0:00,3/31/2016 0:00,Sun,7
2016-03-21,2016,3,21,1/1/2016 0:00,3/1/2016 0:00,3/31/2016 0:00,Mon,1
2016-03-22,2016,3,22,1/1/2016 0:00,3/1/2016 0:00,3/31/2016 0:00,Tue,2
2016-03-24,2016,3,24,1/1/2016 0:00,3/1/2016 0:00,3/31/2016 0:00,Thu,4
2016-03-25,2016,3,25,1/1/2016 0:00,3/1/2016 0:00,3/31/2016 0:00,Fri,5
2016-03-26,2016,3,26,1/1/2016 0:00,3/1/2016 0:00,3/31/2016 0:00,Sat,6
2016-03-27,2016,3,27,1/1/2016 0:00,3/1/2016 0:00,3/31/2016 0:00,Sun,7
2016-03-28,2016,3,28,1/1/2016 0:00,3/1/2016 0:00,3/31/2016 0:00,Mon,1
2016-03-29,2016,3,29,1/1/2016 0:00,3/1/2016 0:00,3/31/2016 0:00,Tue,2
2016-03-30,2016,3,30,1/1/2016 0:00,3/1/2016 0:00,3/31/2016 0:00,Wed,3
2016-03-31,2016,3,31,1/1/2016 0:00,3/1/2016 0:00,3/31/2016 0:00,Thu,4
2016-04-01,2016,4,1,4/1/2016 0:00,4/1/2016 0:00,4/30/2016 0:00,Fri,5
2016-04-02,2016,4,2,4/1/2016 0:00,4/1/2016 0:00,4/30/2016 0:00,Sat,6
2016-04-03,2016,4,3,4/1/2016 0:00,4/1/2016 0:00,4/30/2016 0:00,Sun,7
2016-04-04,2016,4,4,4/1/2016 0:00,4/1/2016 0:00,4/30/2016 0:00,Mon,1
2016-04-06,2016,4,6,4/1/2016 0:00,4/1/2016 0:00,4/30/2016 0:00,Wed,3
2016-04-07,2016,4,7,4/1/2016 0:00,4/1/2016 0:00,4/30/2016 0:00,Thu,4
2016-04-08,2016,4,8,4/1/2016 0:00,4/1/2016 0:00,4/30/2016 0:00,Fri,5
2016-04-09,2016,4,9,4/1/2016 0:00,4/1/2016 0:00,4/30/2016 0:00,Sat,6
2016-04-10,2016,4,10,4/1/2016 0:00,4/1/2016 0:00,4/30/2016 0:00,Sun,7
2016-04-11,2016,4,11,4/1/2016 0:00,4/1/2016 0:00,4/30/2016 0:00,Mon,1
2016-04-12,2016,4,12,4/1/2016 0:00,4/1/2016 0:00,4/30/2016 0:00,Tue,2
2016-04-13,2016,4,13,4/1/2016 0:00,4/1/2016 0:00,4/30/2016 0:00,Wed,3
2016-04-14,2016,4,14,4/1/2016 0:00,4/1/2016 0:00,4/30/2016 0:00,Thu,4
2016-04-15,2016,4,15,4/1/2016 0:00,4/1/2016 0:00,4/30/2016 0:00,Fri,5
2016-04-16,2016,4,16,4/1/2016 0:00,4/1/2016 0:00,4/30/2016 0:00,Sat,6
2016-04-17,2016,4,17,4/1/2016 0:00,4/1/2016 0:00,4/30/2016 0:00,Sun,7
2016-04-18,2016,4,18,4/1/2016 0:00,4/1/2016 0:00,4/30/2016 0:00,Mon,1
2016-04-19,2016,4,19,4/1/2016 0:00,4/1/2016 0:00,4/30/2016 0:00,Tue,2
2016-04-21,2016,4,21,4/1/2016 0:00,4/1/2016 0:00,4/30/2016 0:00,Thu,4
2016-04-22,2016,4,22,4/1/2016 0:00,4/1/2016 0:00,4/30/2016 0:00,Fri,5
2016-04-23,2016,4,23,4/1/2016 0:00,4/1/2016 0:00,4/30/2016 0:00,Sat,6
2016-04-24,2016,4,24,4/1/2016 0:00,4/1/2016 0:00,4/30/2016 0:00,Sun,7
2016-04-25,2016,4,25,4/1/2016 0:00,4/1/2016 0:00,4/30/2016 0:00,Mon,1
2016-04-26,2016,4,26,4/1/2016 0:00,4/1/2016 0:00,4/30/2016 0:00,Tue,2
2016-04-28,2016,4,28,4/1/2016 0:00,4/1/2016 0:00,4/30/2016 0:00,Thu,4
2016-04-30,2016,4,30,4/1/2016 0:00,4/1/2016 0:00,4/30/2016 0:00,Sat,6
2016-05-01,2016,5,1,4/1/2016 0:00,5/1/2016 0:00,5/31/2016 0:00,Sun,7
2016-05-02,2016,5,2,4/1/2016 0:00,5/1/2016 0:00,5/31/2016 0:00,Mon,1
2016-05-03,2016,5,3,4/1/2016 0:00,5/1/2016 0:00,5/31/2016 0:00,Tue,2
2016-05-04,2016,5,4,4/1/2016 0:00,5/1/2016 0:00,5/31/2016 0:00,Wed,3
2016-05-05,2016,5,5,4/1/2016 0:00,5/1/2016 0:00,5/31/2016 0:00,Thu,4
2016-05-06,2016,5,6,4/1/2016 0:00,5/1/2016 0:00,5/31/2016 0:00,Fri,5
2016-05-08,2016,5,8,4/1/2016 0:00,5/1/2016 0:00,5/31/2016 0:00,Sun,7
2016-05-09,2016,5,9,4/1/2016 0:00,5/1/2016 0:00,5/31/2016 0:00,Mon,1
2016-05-11,2016,5,11,4/1/2016 0:00,5/1/2016 0:00,5/31/2016 0:00,Wed,3
2016-05-12,2016,5,12,4/1/2016 0:00,5/1/2016 0:00,5/31/2016 0:00,Thu,4
2016-05-14,2016,5,14,4/1/2016 0:00,5/1/2016 0:00,5/31/2016 0:00,Sat,6
2016-05-15,2016,5,15,4/1/2016 0:00,5/1/2016 0:00,5/31/2016 0:00,Sun,7
2016-05-16,2016,5,16,4/1/2016 0:00,5/1/2016 0:00,5/31/2016 0:00,Mon,1
2016-05-17,2016,5,17,4/1/2016 0:00,5/1/2016 0:00,5/31/2016 0:00,Tue,2
2016-05-18,2016,5,18,4/1/2016 0:00,5/1/2016 0:00,5/31/2016 0:00,Wed,3
2016-05-19,2016,5,19,4/1/2016 0:00,5/1/2016 0:00,5/31/2016 0:00,Thu,4
2016-05-20,2016,5,20,4/1/2016 0:00,5/1/2016 0:00,5/31/2016 0:00,Fri,5
2016-05-21,2016,5,21,4/1/2016 0:00,5/1/2016 0:00,5/31/2016 0:00,Sat,6
2016-05-22,2016,5,22,4/1/2016 0:00,5/1/2016 0:00,5/31/2016 0:00,Sun,7
2016-05-23,2016,5,23,4/1/2016 0:00,5/1/2016 0:00,5/31/2016 0:00,Mon,1
2016-05-24,2016,5,24,4/1/2016 0:00,5/1/2016 0:00,5/31/2016 0:00,Tue,2
2016-05-25,2016,5,25,4/1/2016 0:00,5/1/2016 0:00,5/31/2016 0:00,Wed,3
2016-05-26,2016,5,26,4/1/2016 0:00,5/1/2016 0:00,5/31/2016 0:00,Thu,4
2016-05-27,2016,5,27,4/1/2016 0:00,5/1/2016 0:00,5/31/2016 0:00,Fri,5
2016-05-28,2016,5,28,4/1/2016 0:00,5/1/2016 0:00,5/31/2016 0:00,Sat,6
2016-05-29,2016,5,29,4/1/2016 0:00,5/1/2016 0:00,5/31/2016 0:00,Sun,7
2016-05-30,2016,5,30,4/1/2016 0:00,5/1/2016 0:00,5/31/2016 0:00,Mon,1
2016-05-31,2016,5,31,4/1/2016 0:00,5/1/2016 0:00,5/31/2016 0:00,Tue,2
2016-06-02,2016,6,2,4/1/2016 0:00,6/1/2016 0:00,6/30/2016 0:00,Thu,4
2016-06-03,2016,6,3,4/1/2016 0:00,6/1/2016 0:00,6/30/2016 0:00,Fri,5
2016-06-04,2016,6,4,4/1/2016 0:00,6/1/2016 0:00,6/30/2016 0:00,Sat,6
2016-06-05,2016,6,5,4/1/2016 0:00,6/1/2016 0:00,6/30/2016 0:00,Sun,7
2016-06-06,2016,6,6,4/1/2016 0:00,6/1/2016 0:00,6/30/2016 0:00,Mon,1
2016-06-08,2016,6,8,4/1/2016 0:00,6/1/2016 0:00,6/30/2016 0:00,Wed,3
2016-06-09,2016,6,9,4/1/2016 0:00,6/1/2016 0:00,6/30/2016 0:00,Thu,4
2016-06-10,2016,6,10,4/1/2016 0:00,6/1/2016 0:00,6/30/2016 0:00,Fri,5
2016-06-11,2016,6,11,4/1/2016 0:00,6/1/2016 0:00,6/30/2016 0:00,Sat,6
2016-06-12,2016,6,12,4/1/2016 0:00,6/1/2016 0:00,6/30/2016 0:00,Sun,7
2016-06-13,2016,6,13,4/1/2016 0:00,6/1/2016 0:00,6/30/2016 0:00,Mon,1
2016-06-14,2016,6,14,4/1/2016 0:00,6/1/2016 0:00,6/30/2016 0:00,Tue,2
2016-06-15,2016,6,15,4/1/2016 0:00,6/1/2016 0:00,6/30/2016 0:00,Wed,3
2016-06-16,2016,6,16,4/1/2016 0:00,6/1/2016 0:00,6/30/2016 0:00,Thu,4
2016-06-17,2016,6,17,4/1/2016 0:00,6/1/2016 0:00,6/30/2016 0:00,Fri,5
2016-06-18,2016,6,18,4/1/2016 0:00,6/1/2016 0:00,6/30/2016 0:00,Sat,6
2016-06-19,2016,6,19,4/1/2016 0:00,6/1/2016 0:00,6/30/2016 0:00,Sun,7
2016-06-20,2016,6,20,4/1/2016 0:00,6/1/2016 0:00,6/30/2016 0:00,Mon,1
2016-06-21,2016,6,21,4/1/2016 0:00,6/1/2016 0:00,6/30/2016 0:00,Tue,2
2016-06-23,2016,6,23,4/1/2016 0:00,6/1/2016 0:00,6/30/2016 0:00,Thu,4
2016-06-24,2016,6,24,4/1/2016 0:00,6/1/2016 0:00,6/30/2016 0:00,Fri,5
2016-06-25,2016,6,25,4/1/2016 0:00,6/1/2016 0:00,6/30/2016 0:00,Sat,6
2016-06-26,2016,6,26,4/1/2016 0:00,6/1/2016 0:00,6/30/2016 0:00,Sun,7
2016-06-27,2016,6,27,4/1/2016 0:00,6/1/2016 0:00,6/30/2016 0:00,Mon,1
2016-06-28,2016,6,28,4/1/2016 0:00,6/1/2016 0:00,6/30/2016 0:00,Tue,2
2016-06-29,2016,6,29,4/1/2016 0:00,6/1/2016 0:00,6/30/2016 0:00,Wed,3
2016-06-30,2016,6,30,4/1/2016 0:00,6/1/2016 0:00,6/30/2016 0:00,Thu,4
2016-07-01,2016,7,1,7/1/2016 0:00,7/1/2016 0:00,7/31/2016 0:00,Fri,5
2016-07-02,2016,7,2,7/1/2016 0:00,7/1/2016 0:00,7/31/2016 0:00,Sat,6
2016-07-03,2016,7,3,7/1/2016 0:00,7/1/2016 0:00,7/31/2016 0:00,Sun,7
2016-07-04,2016,7,4,7/1/2016 0:00,7/1/2016 0:00,7/31/2016 0:00,Mon,1
2016-07-05,2016,7,5,7/1/2016 0:00,7/1/2016 0:00,7/31/2016 0:00,Tue,2
2016-07-06,2016,7,6,7/1/2016 0:00,7/1/2016 0:00,7/31/2016 0:00,Wed,3
2016-07-07,2016,7,7,7/1/2016 0:00,7/1/2016 0:00,7/31/2016 0:00,Thu,4
2016-07-08,2016,7,8,7/1/2016 0:00,7/1/2016 0:00,7/31/2016 0:00,Fri,5
2016-07-10,2016,7,10,7/1/2016 0:00,7/1/2016 0:00,7/31/2016 0:00,Sun,7
2016-07-11,2016,7,11,7/1/2016 0:00,7/1/2016 0:00,7/31/2016 0:00,Mon,1
2016-07-14,2016,7,14,7/1/2016 0:00,7/1/2016 0:00,7/31/2016 0:00,Thu,4
2016-07-15,2016,7,15,7/1/2016 0:00,7/1/2016 0:00,7/31/2016 0:00,Fri,5
2016-07-16,2016,7,16,7/1/2016 0:00,7/1/2016 0:00,7/31/2016 0:00,Sat,6
2016-07-17,2016,7,17,7/1/2016 0:00,7/1/2016 0:00,7/31/2016 0:00,Sun,7
2016-07-18,2016,7,18,7/1/2016 0:00,7/1/2016 0:00,7/31/2016 0:00,Mon,1
2016-07-19,2016,7,19,7/1/2016 0:00,7/1/2016 0:00,7/31/2016 0:00,Tue,2
2016-07-20,2016,7,20,7/1/2016 0:00,7/1/2016 0:00,7/31/2016 0:00,Wed,3
2016-07-21,2016,7,21,7/1/2016 0:00,7/1/2016 0:00,7/31/2016 0:00,Thu,4
2016-07-22,2016,7,22,7/1/2016 0:00,7/1/2016 0:00,7/31/2016 0:00,Fri,5
2016-07-23,2016,7,23,7/1/2016 0:00,7/1/2016 0:00,7/31/2016 0:00,Sat,6
2016-07-24,2016,7,24,7/1/2016 0:00,7/1/2016 0:00,7/31/2016 0:00,Sun,7
2016-07-25,2016,7,25,7/1/2016 0:00,7/1/2016 0:00,7/31/2016 0:00,Mon,1
2016-07-28,2016,7,28,7/1/2016 0:00,7/1/2016 0:00,7/31/2016 0:00,Thu,4
2016-07-29,2016,7,29,7/1/2016 0:00,7/1/2016 0:00,7/31/2016 0:00,Fri,5
2016-07-30,2016,7,30,7/1/2016 0:00,7/1/2016 0:00,7/31/2016 0:00,Sat,6
2016-07-31,2016,7,31,7/1/2016 0:00,7/1/2016 0:00,7/31/2016 0:00,Sun,7
2016-08-01,2016,8,1,7/1/2016 0:00,8/1/2016 0:00,8/31/2016 0:00,Mon,1
2016-08-02,2016,8,2,7/1/2016 0:00,8/1/2016 0:00,8/31/2016 0:00,Tue,2
2016-08-03,2016,8,3,7/1/2016 0:00,8/1/2016 0:00,8/31/2016 0:00,Wed,3
2016-08-04,2016,8,4,7/1/2016 0:00,8/1/2016 0:00,8/31/2016 0:00,Thu,4
2016-08-05,2016,8,5,7/1/2016 0:00,8/1/2016 0:00,8/31/2016 0:00,Fri,5
2016-08-07,2016,8,7,7/1/2016 0:00,8/1/2016 0:00,8/31/2016 0:00,Sun,7
2016-08-08,2016,8,8,7/1/2016 0:00,8/1/2016 0:00,8/31/2016 0:00,Mon,1
2016-08-09,2016,8,9,7/1/2016 0:00,8/1/2016 0:00,8/31/2016 0:00,Tue,2
2016-08-10,2016,8,10,7/1/2016 0:00,8/1/2016 0:00,8/31/2016 0:00,Wed,3
2016-08-11,2016,8,11,7/1/2016 0:00,8/1/2016 0:00,8/31/2016 0:00,Thu,4
2016-08-12,2016,8,12,7/1/2016 0:00,8/1/2016 0:00,8/31/2016 0:00,Fri,5
2016-08-13,2016,8,13,7/1/2016 0:00,8/1/2016 0:00,8/31/2016 0:00,Sat,6
